Reviews,stars
"It was a busy Saturday night.  We have 815 reservations but arrived a bit late due to a delayed train. Happy to find they held a table for us. It was all downhill from there.  Waited ten minutes just to get a menu. Another 15 after that before our order was taken.  All other tables were given bread baskets except for us and the table next to us.  Apparently they had forgotten until we asked. Food was good and the atmosphere was nice.  Bathrooms was extraordinary clean it’s too bad given the ample amounts of waitstaff and people bussing tables that they are so disorganized to the point where no one isbsjre who got drinks,menus or bread. But when the credit card was put down it was taken within 30 seconds... but a water refill I had to flag someone down.  Disappointing.  Maybe during non Christmas season they can handle the chaos better",5
"Busy holiday season- good things big we had a reservation! Food good, a little pricey for pasta",5
"We took our kids to see a broadway show so we wanted a place that had everything. Pizza, Pasta, chicken and more. I was pleasantly surprised by the quality of the food and would definitely go back should we be in the area again. It is a big place but the tables were nicely spaced and with high ceilings it wasn't too loud. My daughter had pizza and it was very good. My wife had a pasta dish and enjoyed hers as well. I had the chicken parm and was happy. It was all above average food and they cater to the theater crowd so we were in and out in under an hour. If you are going to the theater and need a place that has something for everyone adults and kids alike this is your place.",5
Good food and varied menu.  Pasta and pizza are very good and chicken dishes are tasty.,5
Chicken parmigiana was delicious,4
"Would have preferred fried mozzarella, rather the combination of mozzarella and ricotta",3
Wait staff was friendly and attentive,4
This is a good Italian restaurant just a few blocks from the hustle and bustle of time square. Food was really good the service was very quick and efficient. We brought our teen aged kids and they ordered the pizza which they enjoyed! My wife and I enjoyed our dishes as well! I would recommend for families and It wont break the budget!,3
Not family friendly - they didn’t even have sharing plates to use.  Food was 6/10 at best.  Seems like a tourist spot.   Pasta below expectation for an Italian place.  Very underwhelmed.,4
"Wait staff was very friendly and helpful. Got tricked in by the sign advertising half priced wine and appys only to find out with our bill that it was only ""in the bar""",4
"Overall great meal though, nothing fancy",4
Excellent choice for a quick tasty pre theater meal. Especially good for kids and groups. Enjoyed it very much.,4
Good pizza and lobster bisque soup. The main waiter was real grumpy and didn’t even offer water when we first sat down. And when we tried to get his attention his answer was “what,3
First time,5
"Loved my lunch - had heard about this restaurant for months.  Loved the casual yet very elegant and professional service, and great food.  It was the perfect spot for the meeting I had there.  I was very happy with everything about it.",5
Impeccable service and great and refined food yet simple. The best combination !,5
This is one of the great gastronomic gems of New York and consistently lives up to its own stellar level of experience.,5
Very high quality hand made pastas. Impressive menu with plenty of seafood options that are extremely fresh.,5
stellar in every possible way.  exquisitely delish.,5
Wow what a treat. It was my parents’ first Michelin and finest fine dining experience and they can’t stop talking about how perfect everything was. ,5
"Tami and the rest of the staff, front and back, were great. ",5
Thank you.,5
"Appetizers were tasty but half of them were minuscule and severely overpriced for the portion, the entree were tasteless and homemade pasta so average. The service was condescending, disinterested , never asking how was the food as an example of the lack of concern, even upon paying the bill there was disinterest as to how we liked the meal and experience.",3
"Such a beautiful place ! Great location! Delicious menu ! I had tuna , octopus and sea bass for my enter . Love it !!!",5
Good choice for seafood with reasonably priced selections on the wine list. Missing some of the presentation flair one might at some of the other marquis NYC restaurants.,4
Absolutely fabulous,5
Some of the best food I have ever eaten.,5
Our experience was fantastic. The restaurant was beautiful and the service was beyond exceptional. The food was fabulous. We have dined all over the world and it was definitely in our top favorite restaurants for dining.,5
"the noodle is a little salty, but the lobster is pretty good to try. good service as well",5
La verdad que una excelente opción para comer Frente al Central Park. Costo - benefició más que sobresaliente.,5
Súper recomendable para aquellos que piensen que esto es para unos pocos..,5
Visiting NYC fir a biz conference,5
As always the food and service are outstanding,5
"Marea is a stunning restaurant with truly amazing food and an impressive wine list! The service is some of the best you will experience in the city and  just steps from Central Park. Make a reservation, you’ll be glad you did!",5
"The food was absolutely amazing - pastas delicious as were appetizers.  If you want it to be ""affordable,"" need to watch what you order a bit... but absolutely doable.  Next time would request to be in the main room.  Great drinks - expensive wine though.  Definitely will put it on my special occasion/client dinner list... fab food.",5
"Amazing pasta, and they would do half the portion! Their Tiramisù version is to die for! The new appetizer they recently got on the menu - stuffed cabbage  - is amazingly delicious, all the ingredients go so well together. It’s a place where you want to come for  real food, not the pretentious presentation that so many famous restaurants are notorious for nowadays.",5
"The food was fantastic, living up to expectations, but the service was very disappointing particularly given the restaurant's reputation, to say nothing about the prices.  When we arrived at 5:30 for a pre-show dinner, there was an army of staff lined up near the entry and nearly every table was empty.  For some reason, however, it took over 10 minutes before anyone came to our table to ask if we would like a drink.  Our aloof server would have been adequate for a middle-of-the-road steak house, but her casual approach and inattentiveness was very disappointing for a Michelin star restaurant.  We informed the host when we arrived that we needed to leave for a show by 7:30, but found ourselves searching for the waitress at 7:20 to clear our entree plates and bring the check (we had to pass on the desert included in the prix fixe dinner). Time for Michelin to take another look at Marea.",5
Marea is consistently consistent as one of the top restaurants in NYC.,5
Another superb dinner and service.  We have celebrated here for our special occasions many times and never been disappointed.  This is one of the best in NYC.,5
Fantastic!!,5
Excellent!!,5
Amazing food. One of best restaurants that i have ever been too. Cant wait to come back.,3
Really good!,4
"Fabulous food,  immaculately presented Italian classics in a lovely elegant environment opposite Central Park. Certainly not a cheap night out but well worth it for a special occasion. Seafood amazing! Appetiser prawns, pasta and scallop mains were the highlight and the desserts fantastic. The fixed price 4 course menu is a perfect choice",1
Celebrating a promotion.,1
Always enjoy the vibes and the food at Marea - never had a bad meal.  The ambience is wonderful and the food is sublime - I will go back again and again!,5
"Arrived on time (8:45) - table isnt ready & it happens but it should come with a phony apology & an ETA. Stood around for 15 minutes, decided to ask for our coats so we can have a smoke outside so when inquiring about an ETA - it was met with disdain. This was all fine as I also work in F&B & deeply despise people. I still feel a better effort should be made to conceal such contempt & I try to work on it everyday with my staff. Though it was nice to see Michael White in the house on a Friday night.",5
"We both opted for the 4 course menu & we also decided to add two addt’l crudos, an order of crostini to start & a few langoustines with the main courses. Crudi & antipasti were beautiful. But the fusilli was having a bad day so I didnt touch it - which in turn coincided with the oddest lapse of service I’ve ever witnessed here. The dish sat in front of me for 25 minutes until George our server finally checked in. How many different employees walked by me and said nothing? Alot of runners, servers, sommeliers and guys in suits who check in on tables. No worries, it happens & George made things right. But it left a weird taste in my mouth because of the strange behavior of the host & Maitr’d. ",5
"The take away I always get from Marea is that it’s the type of place where you drop 7 or 8 hundo & you dont feel cheated on food. You just feel the difference between places like this & Le Bernadin. They are in a different stratosphere in terms of service. Marea has no class. You dont have to flag backwaiters for bread, they will serve you whatever glass type you prefer with the champagne & you will never feel like you are doing someone a favor. You will never sit with an untouched dish. You dont care about that stuff at Blue Ribbon - the expectation is set by the restaurant itself. I know diners have a sense of entightlement & that only grows when the spot is bearing two Michelin stars but this doesnt change the little things. The ones that add up and make it all worth while.",5
"What a disappointment.  We were sat down next to a piece of furniture that housed silverware.  The entire night the wait staff were opening and closing the draw and all we heard was the continual clanking of silverware.  The final straw came when the wait staff brought over a huge tray of silverware to put in the draw.  To top it off, there was an extremely bright lamp sitting on top which totally destroyed the mood.  The wait staff would linger and chat while they got the silverware for their tables. Ironically, we had to ask for silverware for our table.  When we complained to the general manager he was rude and had an attitude. First he acknowledged it wasn't a good table and we should have asked to move.  Really!!!!  When addressed again, he actually stated that people request our table.  (hehehe)  General Manager left such a bad taste that we will never return.  Great food, very poorly managed!!!!!!!!!!!!",4
Always perfect every visit — love the team here.,3
Loved everything about Marea. Had s great server named Elizabeth. Bonus was having Bono and the Edge sitting next to us!,4
The fusilli was excellent and The plate whith burrata was very very good!!!,3
"good service and excellent food, great fresh seafood and pasta, but prices very high and portions small.",5
This is one of the best restaurants in New York City. I try to go there for dinner every time I’m visiting New York City. Fabulous plus !,5
Food and service was not incredibly amazing than I expected.,5
Their risotto was too salty. I couldn’t even finish it. :(,4
Marea has it all going on - for a minute or two.  then it becomes glaringly obvious that one is paying immensely for modearetly good food.  Go to Le Bernardin!,5
"An off night for Marea.  Service was off and on attentive. First two courses served simultaneously instead of sequentially. Some food was only warm, not hot. bread choices were uninspired. one side item we ordered was forgotten. My fourth time here and I will give them another chance. but i was disappointed.",5
Solo me retrasaron una hora mi reserva,5
Good for date,5
"Food  was great, but service was okay. It was offensive our waiter started to clean the floor before we left the table.",5
Great service and the food was excellent.,4
Absolutely amazing food. The staff are extremely generous and kind to you. Everything was perfect. A little pricey but I was ready to pay a high bill before even getting there. By hey.. what do you expect for a high end steakhouse in the middle of NYC. ,5
Al in all 1000% worth it,5
"We went during restaurant week. Even though it was clear that we were not business men on an expense account we were treated as if we were.  The food was excellent and the service was spectacular. It was an exceptionally good value due to the restaurant week pricing, But there was a reasonable business man's lunch on the regular menu",5
This was my 7th time here but it was my best friends 1st time . She loved the decor all the way down to the dessert. We were at a great table with the best view of all the buildings along avenue of America’s (6th Avenue) including radio city music hall. Me and her booked our reservation through open table for restaurant week but when we arrived we were notified that we could not order food from the restaurant week prefix menu because it wasn’t available for dinner (only lunch). I was a little discouraged because that wasn’t explained on the website but our waitress managed to fix the minor issue and offer us something close to it. She was very nice & personable. We recieved a 3 course meal for $60 each (well worth it). We had Cesar and their house salad which had the most delicious avocado ranch dressing on it topped with a well done slab of cured brown sugar smoked bacon on it. We also had the salmon & fillet midallions with the famous Lobster mac and cheese for our main course. For the desert we had a creamy chocolate mousse and cheesecake that was to DIE FOR!! The service was phenomenal. I would recommend this place to anyone looking for 5 star quality service and delicious food. It is a little on the expensive side but it’s worth every penny. Thank you for making my best friends 1st experience here special. We’ll be back soon❤️,5
Absolute best as always,5
7 big guys and a cramped table upstairs in the corner by the window...only complaint! Management should’ve been able to help us out somehow...food and service were excellent!,3
"Service was awful!!!  Waitress kept claiming she was ""sick"".  Cut of filet mignon had fatty pieces and it was super small.    I would not recommend this place at all.",2
I have eaten here many times. Back in 2008 we had our sons graduation party after he finished his West Point degree.  Very special place for our family!  This time it was our 30th wedding anniversary!  Received a signed card from the staff ❤️ Can’t say enough good things about Del Frisco’s!! A must for every visit to NYC!!,3
"I always enjoy me meals at delfrisco, they have the best steak.  I took my friend there in honor of her retirement.  We had the best time ever.  My friend was really impressed and I'm sure she will return as i will.",5
"Overall, a wonderful experience, as usual!",3
"At Del Frisco’s, I look forward to the steaks. The steaks are  expertly cooked to your requested temperature. For Rib eyes, I recommend medium to caramelize the fat just a bit more or in general medium rare. The service was engaging but not intrusive. My water glass was never empty... Excellent. Thus is s must go to impress or to celebrate in style.",5
A good experience with restaurant week!,3
Mashed potatoes and cheese cake were delicious!,5
"For fellit steak, I think it's in normal standard.",5
The staff was professional and knowledgeable about the menu.  Great ambiance!,5
Celebrated birthday and watched the Superbowl.  Great table setting near bar area.  Waitress/staff very attentive.  Presented me with a beautiful and delicious birthday desert.  Thank you Del Frisco's.,5
One of our favorite restaurants! Ashley our waitress was excellent and spot on with her recommendations and service.  The only draw back was that the restaurants was very cold and we could've used a little heat.  Other than that zero complaints.,4
I have going to del frisco for the last 15 years..Love the steak and crab cake.,5
We ran a little late and they held the table for us even though we were about 5 minutes past their 15 minute grace period. They were quite busy but accommodated our late arrival and we were directed to their upstairs bar where we waited about 10 minutes before our table was ready. The cocktails were great and it was nice that there was a large TV upstairs. I made a reminder to myself to possibly return for their bar and bar menu during baseball season. ,5
"The service was spot on and the food was very good. We were not rushed to go through the courses and we were not pestered by over anxious waitstaff either. We had the bacon for an appetizer which we highly recommend if you like smoked meat. The wedge was nice, but what you would normally expect  but it was exactly what I wanted it to be; crisp lettuce, chunky blue cheese, and crunchy thick bacon. The onion rings were great, not too oily and they reheated nicely the next day. The cauliflower was good, but a touch too ""funky"" for me to go with the dry aged steak. Both our steaks were cooked perfectly to medium rare. The chocolate souffle at the end was overcooked and more of a flour-less chocolate cake than a souffle but was still tasty.  We brought our own bottle of wine for a $50 cork fee, which was great considering there are some competing restaurants in the city that do not allow outside bottles. Overall it was a fantastic experience and we will definitely be returning.",4
"I had made a reservation over a month ago for my boyfriends birthday. The food was very good but our seating area wasn’t. We were shoved back in a side room, away from the true ambiance of the Del Frisco experience, which made for a less than overwhelming experience.",5
"My visit was for a Special Occasion, this is not the spot for a Quiet Conversation or Romantic Evening.  We were seated close to the Bar side of the restaurant which could have been part of the problem , but the restaurant was aware that my reservation was for a special anniversary and could have seated us in a different section of the restaurant.  The restaurant did give us a Celebration Desert plate at N/C.",5
"Consistently one of the very best steak places in Manhattan.  The steaks for our party of four were perfectly cooked, tender, and well seasoned.  The sides were similarly outstanding.  Always a fun evening at DelFrisco’s.",5
"My boyfriend and I had an unbelievably amazing experience there on Saturday 2/3/2018. I can't wait to come back. The food, drinks, and service all exceeded our already high expectations. I can't celebrate the wait and kitchen staff enough. What a dream the whole experience was.",5
"Food was phenomenal, service was a bit stuffy. Great people watching view from the second floor",5
I brought my friend for her birthday.  ,5
Everything from ordering food to paying was a great experience. ,5
In my opinion I wouldn’t go any where else to have a superb steak dinner.,5
"Beautiful setting, delicious food, attentive and knowledgeable waiter!! A bit pricey but the total experience made it worth every penny! We mentioned that it was my sons birthday and the waiter surprised us with a birthday cake/dessert platter for him, big enough to share!! So sweet!",5
Great Steakhouse~Highly recommend!,5
Always great,5
The runner brought our bacon and prime rib to table next to us. When they carried plates. The back of plate touches the steak. Unacceptable.,4
"Great birthday experience, everything tasted amazing. Service by Sara was awesome.",1
"If you like steaks and/or seafood, this is your restaurant. The food is fantastic, the service is wonderful, the wine list is huge, and you’ll leave full and satisfied. Yes - it’s expensive...but - in my mind - worth the price.",2
"A very nice place. Let’s start off with they had our reservation and no waiting. We were seated right away with a nice view. Del Frisco is spacious so no one was on top of each other and me and my other was able to have a conversation. The bread was delicious crispy in the outside and soft on inside and hot. The butter was nice and fluffy. We ordered the oysters on half shell and king crab legs for appetizer, the wagyu tomahawk chops and Brussels sprout for dinner and chocolate soufflé cake, espresso double shot and tea.  The oyster and crab legs was fresh. The first problem was the wagyu tomahawk chop was crispy outside (nice) but when you cut into it there was way too much fat. We told the waiter (I think his name was Joel) he brought over one of the manager who saw how fat it was and offered another steak but by then we were a little turn off so they told us it would not be charge. We felt bad and wasn’t trying not to pay so we decided to order a dessert. Problem number two was the dessert came and no espresso or tea till after the dessert was done. We found the dessert dry like it had been sitting a while because the molten chocolate had already dried into the cake and wasn’t flowing any chocolate from the middle. But Joel was nice enough to get the dessert, espresso and tea taken off also. So not the best on the food this time but the service was great and really nice of them to take off the bill everything that was not great. The bill came to about $135 and we gave Joel a $65 tip for trying. We definitely will be back to try something else and hopefully it will be better and get to pay the entire bill. Thank DelFriscos for the great service and see you soon!",1
"My experience whenever I go to Del Frisco’s is beyond amazing. Their service is amazing, their food is amazing. Everything about them is just amazing! I’m always raving to my friends about them how great this place is.",2
"Attentive service, exceptional food and warm hospitable staff.",5
"Overall the experience was fun, but not the best Restaurant Week pick--though that's mostly on me. The menu was very slim with two salads offered as options for starters along with a lobster bisque. You could ""upgrade"" your meal for an extra cost to get a steak or something similar, but if you're going for the Del Frisco's experience via Restaurant Week, I would recommend against it. With that said, the French Dip was delicious with a wonderfully doughy baguette and an ample amount of meat. The fries were nicely crisp and salty. The lobster bisque had a good amount of lobster meat, but I was disappointed at the Caesar salads my friends ordered as they were bare and boring. All in all, I won't return to Del Frisco's during Restaurant Week, but I would to dine on their full menu.",5
Grilled octopus was excellent.,5
"Apps were good, not great.",5
Filet mignon small but very good,5
Desserts were outstanding ,5
Waiter and staff very friendly.,5
"the best ! great value during resto week, amazing staff ! love the food !",5
Excellent food and settings,4
"An outstanding lunch, as always. There is nothing too exotic on the menu but the food is cooked to perfection. It is not an inexpensive place so reserve it for a special occasion. But you will not be disappointed.",5
Everything was good except for the temperature in the dining room. It was very cold. Once the heat was on it was too hot and then it was shut down to cold again. It made my experience very uncomfortable. There were tables next to us eating dinner with their coats on. It looked like they couldn’t regulate the temperature steady.,5
Great ambiance great food,3
"Inattentive waiter. Had to wait for a cocktail. Food was delicious. Cost on the high side . Good for a special occasion, too pricey for  regular dining.",5
"The food we ordered was very good as was the service, looking forward  to returning soon.",3
"I had read mixed reviews so I entered with trepidation.  My experience, however, was solid.  Very good service - attentive.  The food was also very good and ample.  I could not finish what I ordered - neither could the table to my left.  I also came there to check out the dancing.  The dance floor was busy to full so that did not quite work out for us this time.  Maybe next time.  Good vibes.",4
"Fresh & delicious. We all ordered the same salads, with variations & Enjoyed them",5
Always fresh. Staff... service w/a Smile,4
First time here and will return. Food & Service were excellent!,5
"Second time going to Hendricks tavern , completely disappointed the service was not good , the food was over cooked the steak was burnt . , the noise level was obnoxious..having other customer yelling at the top of there lungs not professional at all.",3
"In the past we have enjoyed our meals at Hendrick's, it has always been cozy, with good food and cozy, however, this time we were left wondering why we chose this restaurant out of the multitude of those available in the area.  The food was mediocre, overpriced for what it was and the service was horrible.  ",3
"Upon arriving we were told that our table was ready, however, we could enjoy a drink at the bar and sit when we were ready.  We ordered a drink and then were seated.  Half an hour went by, our drink glasses were long since empty, and our waiter had still not made an appearance despite there being many around. We and our friends had a good laugh that our water glasses were kept wet, but our wine glasses were dry. Finally, we asked one of the men filling water glasses if we could order another drink. He seemed stunned that our waiter had not yet appeared.  When our waiter came to our table he seemed high. We asked for the wine menu and were given a cocktail menu, he commented on his dirty jacket. We finally were given the wine menu and the dinner menu.  We ordered food, which took a while because he couldn't seem to understand that we wanted one rib eye and one porterhouse, not two porterhouses or a porterhouse and the Tomahawk steak and it was a process. The calamari was ok though the breeding was falling off and the sauce was lackluster, the crab cakes were mushy and when our steaks came, we noticed that they were overcooked and the marrow bones that were served with them had nothing on which to spread it or little spoons to eat it; we would have used the bread that is usually refilled at the table, but the basket was empty and remained empty. The desserts tasted as if they had been and were still frozen. The bill was sizable and the food was poor, but the company was good or we would have been even more disappointed.  Had the food and service been better, we would have continued to patronize Hendrick's and headed to the bar instead of going elsewhere.",1
This was not our first visit.,5
Always a pleasant time.,4
The food is always excellent. The vibe is lively and fun. Service is very good. ,4
"Hendrick's has its ""formula"" which is executed perfectly every night.",4
Glad it's in my neighborhood!,4
"received our group of 10 very well. service was good, drinks were made well. we ordered steak medium well, and it was well. so definitely order down a level if you like the steak on the less cooked side. parking attendant was a little sloppy, but overall great experience. will go back again next year.",5
"Table by the bar very noisy and constant walking back and forth. Fried calamari under cooked and unable to chew, lobster mac and cheese not worth the $26 fishy smell. Notified prior to arrival it was for my daughters birthday and was not accommodated!",5
Overall it was good but our table for 2 was sandwiched in between tables for six or more and the noise level made it hard to have a discussion,4
"Excellent, very good",5
Service was excellent surroundings were beautiful the ribeye steak with marrow bones were out-of-this-world and cooked to perfection it was absolutely excellent,5
We enjoyed a wonderful birthday dinner with friends...,5
4 happy customers.....,5
We will be back,5
"Waiter that had our table was curt and almost rude.  We had never been there before and had several questions about the menu.  When I asked what burnt broccoli was, or how it was prepared, he said, ""burnt.""  Regarding the lobster rice - ""it's chinese rice with lobster.""  It's a regular baked potato.  Filet had option of toppings, forgot to order, nor did he ask, so when I called him to the table his response was, ""Well it was on the menu.""  We were ready to get up and leave.  Asked for bread four times before it was brought well into our meal.  Food quality was good enough but not worth the $48 for each filet mignon  Dinner was expensive and didn't realize brunch was served until 3:30 pm.  Guess our waiter needed a break in-between.  There was a young lady who was gracious at one point and another waiter who at least presented with a smile.  Would never, ever go there again.",5
"Fantastic food, great service but pricey but worth it for special occasion",5
I’ve had chaotic nights at this place but this wasn’t one of them. Light traffic created good service. Saturday nights there is usually a frustrating experience.,5
Excellent dinner.  Everything was perfect. We all enjoyed bobs birthday party. Wonderful service.  Our table was perfect,5
The steaks could have been hotter.  Instead they came luke warm.  The service was impeccable,4
"My girlfriends and I came for a holidays dinner. The food, drinks and service were great.",5
"My family and I dined here on Saturday night, 12/23/17.  We had a reservation for 6, and were seated promptly.  Our server, Roy, was very pleasant and attentive.  Even though the restaurant was very busy, we were able to carry on a conversation without shouting.  I would return for another special occasion.  By the way, the coconut layer cake for dessert is super good!",4
"Consistently good food and good service! Always have an enjoyable experience. Have been for brunch, lunch and dinners-  and been pleased with all.  Would recommend for all",2
"From start to finish dining at Hendrick's was superb. It is a bit on the expensive side but well worth it. The food preparation is outstanding, the wait staff is very accommodating and the ambience is just perfect. One of my favorite restaurants on Long Island.",2
I keep trying Hendrick's and am disappointed each and ever time. First off BAD service...high prices AND BAD service..makes no sense. Went for lunch and ordered a steak sandwich..asked for it med-rare and it was raw! Took forever for our coffee to arrive..servers inattentive...bad choice!,2
Great Place to visit for special occasion. Will visit again soon,1
The best brunch menu on the North Shore.  ,2
Increasingly becoming our favorite local restaurant.,4
"Made reservations in October for December 8 . When my party of 3 got there we had to wait for an hour which was extremely rude, after all what’s the purpose of a reservations! I was extremely embarrassed and disappointed",1
"Excellent food, Excellent Service, and Wonderful old inn atmosphere. Highly recommended.",2
Food was very good but service was rushed.  Salad served just when cocktails arrived and main course came before we were done with salad.  A two hundred dollar meal for two should not feel rushed.,5
"Excellent service and food was great...everyone had a great meal, whether it was the fresh sea scallops, lobster cocktail or filet...always good. Our server Diego noticed we tried to put ice in a drink with a fork and immediately came over with a glass of ice and a spoon...impressed!",4
"Was over-priced for the quality of the food we had (beef short rib, signature chicken dish and fried calamari)",5
Good was delish. Our waiter was very friendly and accommodating.,4
Excellent wine list and service was great! Valet parking made it a breeze as well since parking in  Roslyn can sometimes be difficult. Had the Tuna tartar which was great!,5
"Every time I go there, it's awesome! We tried the white pizza last night - OMG! MUST HAVE! (Get one to share for the table - appetizer)",4
And if you really want to blow your diet - the sticky bun is out of this world. Shrimp cocktail was delish and so was the octopus. The staff was beyond friendly and it just has a very pleasant atmosphere.,4
I go there often and will continue to  - it's my new gem!,4
My favorite go to place.  I always feel special as soon as I walk in.  The food and service make you feel even better.,4
The Poll brothers always or perfection when it comes  to the restaurants and Hendricks Tavern is nothing less than perfection. Always a great meal weather dinner or brunch,4
Great!,4
As a pre-theater dinner experience we were delighted!,5
Very attentive wait staff. Couldn't have asked for a better evening!,5
"Like Arnold, ""we'll be back""!",4
"Good food, but a bit too pricey. Steak was great, nothing special about the skillet potatoes and onions or the creme brulee. On main floor of restaurant it's hustle and bustle but in the back room it is quiet and extremely dark. Good for privacy.",4
"I have eaten in this local restaurant a few times, the food and wine is excellent.",4
"Great location, Great Food, Great Service, and Great Management. A wonderful dining experience. Many thanks to Chris (Manager), James (Asst. Manager), Andrea and Chris (Servers)",5
You need to request to see the price fix theatre dinner menu. It was excellent value. Waiters were very attentive. This was my second visit and plan on making a third visit within the next three months.,5
Pricy but service is excellent. Ordered ribeye pink and it was over done which is surprising since this is a steak house.,4
just to say that the steaks are not as good as they should be regarding the price!!!,5
Had the filet. It was unbelievably tender. The potatoes au gratin are to die for. Fantastic restaurant. Would definitely go back.,5
In a word...TERRIBLE.,5
Got called for my table at 1045. I was already seated at a high top.,5
Girl who checked me in was rude and didn't care,5
always a great spot. service very good. restaurant very busy but we were seated immediately,5
"Great food, ambience and service. Server was extremely knowlegable and honest regarding everything from wines to apps to entrees. Bone in rib eye was as tender as a filet and very flavorful. Excellent experience.",3
Very impressed with this steakhouse! Amazing food and amazing service!,3
"We go here often, it is our favorite steak house",5
Food and service were excellent!,2
"This restaurant is awesome. It is as good as advertised. I first heard about Del Frisco's while reading an upscale lifestyle magazine a few years back. I finally got a chance to go, and it was well worth the wait.",4
"The wait staff was outstanding, the food was perfect and we had a blast. The place wa packed and we were treated like the only people there.",3
"Quite honestly the best steak I've ever eaten. Wine list and dessert menus were amazing. It was a great date night with friends. Wait staff is very knowledgeable and courteous. Somelier was very busy, and didn't arrive in time for us to select a bottle of wine. That said, there is a great list of suggestions in the front of the wine menu.",5
