Reviews,stars
" Upon entering the private gate and being greeted by name by the valet and escorted to the table we had high hopes. Unfortunately the service didn't match the first 5 minutes of arrival. It took me asking for service to get a glass of wine. The demeanor of the waiter was one of irreverence. The food was good, but soured by the service. This included having to hail the waiter for a second glass (and I'm not that impatient).  The grounds are beautiful. The main house, where the restaurant is, is great. Ask for the table by the fireplace.   Downstairs is a bar with pool, shuffleboard and fooseball. While that sounds cheesy, it fit very well and was done tastefully.   All in all we are unsure the price had equaled the service we would typically expect. It would be as easy p as smiling and asking if we have enough to drink.   100% wheelchair accessible. ",3
" Winvian is hands down the best restaurant experience you will get.  From arriving at the gate, greeting by valet, the restaurant and most notably the food, it is amazing in every regard.  If you are looking to have an elegant meal at a special place look no further.   It is a little pricey but you get what you pay for.  The meal options always change and they are very diverse.  The culinary creativity is amazing. ",5
 The evening was wonderful. Everything perfect EXCEPT the fireplace was smoking and I had to take the clothes I wore to the cleaners the next day. Regretfully I’ve had the same problem several times in different dining rooms. I would dine there far more frequently if you could solve this proble. ,4
 Wonderful dining experience in a beautiful setting. ,5
 Winvian is rather pricey. For the $$$$ they charge for a night's stay they should include some minor amenities at no charge. That being said they do include a wonderful breakfast with your stay and their cottages are so wonderfully unique. But it may end up being a once in a lifetime experience. ,5
" An incredible dining experience from the ambience to the wonderfully prepared menu choices. The staff was top notch and    Although priced higher, you certainly leave feeling that you’ve received a great value!! ",5
" Top notch! By far, the best meal I have ever experienced. Service, ambiance, food quality - all excellent! ",5
" For most people this is a special occasion place but be warned that it will increase your desire for more special occasions.  The flavors are wonderful, the service impeccable and the ambiance perfect country. It is pricey but it is fixed price for three or four courses so there are no surprises (except maybe the charge for water).  Service is always ready when you are but never hovering. The blends of garden fresh ingredients far surpasses the ""farm to table"" craze and is masterfully done with style and perfection. There are few places in the  world that offer a more rewarding dining experience. ",5
 We were here for a return visit. The place was very noisy due to a family reunion where there were 17 children under 13. We think we should have been given a call about this prior to arrival.  Really changed our stay. Place was not equipped to handle this ,3
" Unfortunately they ran out of the dessert we said we wanted, but did not order it at the time  our order was taken. It was only 8:30, but they ran out of chocolate soufflés. I would have thought they could have anticipated the demand for it. ",4
 Exceeded expectations !!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ,5
" Everything was just perfect, except the price.  It was very expensive.  The only time we would consider dining at the Winvian again is for a very special occasion. ",5
" Winvian has never disappointed with the quality of the food, the ambience, or the service. The tasting menu has so many great options we couldn't choose between some of them and ended up ordering both and sharing! Summer and Fall are especially nice times to go as the majority of vegetables come from the gardens at Winvian and are so fresh - you can really taste the difference. This past meal, another guest arranged a surprise fireworks show for his wife's birthday and all the diners went outside to watch the show. It was truly special and fun! We love this spot and will come back again and again. ",5
 We celebrated Rob's birthday and stayed at Winivan. Everything was amazing! From complimentary gourmet breakfast to our amazing dinner celebration. Food was fabulous. Thank you ,5
 Super.. wonderful experience.. have a cocktail on the terrace before  dinner and drink in the Litchfield countryside ,5
 Fanstastic food and service.  Just very pricey to go there too often. ,4
" We stayed here for our 5 year anniversary.  My husband will often say that he's slightly disenchanted with the whole farm to table movement but we were both blown away by the quality of the ingredients and how they all seemed to shine in the well composed dishes.  There was nothing we would change about the meal and was everything we ever hoped farm to table would be.  Excellent, excellent experience!  Thank you for making our anniversary so special and for giving us such a spectacular meal! ",5
" Great food, charming service! ",5
" This was a treasure of a find!  Exceptional food, we had steak &amp; a side salad. The salad was very creative, a land mine of wonderful flavors, and visually splendid.   The wine was delicious for a budget wine (""Educated Guess"")although they have an extensive wine list ranging from $14/glass to $2600/bottle (from what I saw, they mayhave offer more?) and the dessert really made the meal, small but Wow!  We smiled the entire time. ",5
 The food and presentation was outstanding.  It is not just a dinner it is an experience. ,5
" Superb all around! Our experience at Winvian was first class. From the moment we entered the property, to the impeccable attention to detail, everything associated with this meal was outstanding. The grounds are beautiful. The restaurant is perfect for romance. The service is attentive, but not overpowering. The food is superb. We absolutely love the Winvian. ",5
" Super fancy- like too fancy. It seemed like the other (loud, obnoxious) customers were there to prove that they could go to the fanciest spot, and weren't really appreciative of the sustainability of the food. Also, I know that the restaurant doesn't grow ALL of its own food, and I would have liked to know the other farms they work with.b ",4
" Much better than 2 yrs ago.  Should offer a la carte selections instead of just pre fix starting at $99/person, and should not force the diner to pay a 20% tip on a $130 meal with 1 glass of wine per person ",5
 Hands down best of the best.  Amazing food preparation. ,5
 Absolutely perfect! The food the service and the setting all flawless ,5
" Tucked away in Morris, this gem is wonderful for any special occasion. Service is impeccable. Warm and efficient without being hovering. We enjoyed lunch there this past weekend. Our table over looked the grounds which are lovely even in the bare winter months. Our meal was fabulous  from appetizer to dessert. We left feeling content, happy and pampered. ",5
" Lovely evening in front of fireplace, loved the pork belly and pasta appetizers, bass and duck entrees and soufflé and cheese plate for dessert. Perfect service, a special night out. ",5
 Lovely relaxing romantic awesome meal in a beautiful setting! ,5
" The very creative dishes were only surpassed by the excellent, friendly service.  Our birthday event for two couples could not have been better.  From the moment you enter Winvian you are greeted like a guest in a private home. The atmosphere and the many charming rooms for dining allow for a quiet, personal place for special occasions or for anytime you want to be pampered with excellent, quality, creative food and superb, professional service.  The timing of the service was impeccable allowing us to savor each course without feeling rushed. The chefs surprise extras were delicious and very welcome. A must visit for anyone demanding perfection. ",5
" In overall the restaurant is excellent, the food is amazing, the kitchen staff super friendly and nice. The only thing that I would change is the music. ",5
 It was a wonderful experience! I will definately recomend to my closest friends! Thank you ,5
" Everything we expected and more. Just when you think a given course was the best thing you ate, they blow your mind with the next course ",5
 Food was not bad. However I got sick afterwards; could have been the duck which I overate. ,2
" Outstanding restaurant by David Chang in the East Village ! Get a seat at the Counter and enjoy the show. The only thing which could be considered as disappointed is the value, not as good as everything else. ",5
" incredible meal, pricey but worth every penny.  Service &amp; Food our outstanding.  A great night out. ",5
 It's the best ,5
" The taste is like roller coaster. There are courses that are so good and outstanding, but there are some tasted at an average line.   The most surprise thing is that they offer 18 courses for the tasting menu. I believe that is also why there are differences in the taste.   However. I still give 5 star because of several outstanding courses. ",5
 Food and drink very mediocre for the price. Terrible value. Price point was extremely off.  Dessert however was very good. Would not recommend and I’m a big fan of David Chang. ,2
 Thank you guys so much for having us! It was a real pleasure to come and dine! Everything was absolutely delicious! Your meat section was especially impressive... the duck and the beef were outstanding! Hope you have an amazing year and all the best for 2018 ,5
" Food was really disappointing, nothing outstanding. ",1
 Superb service and gracious staff. Food was brilliant. Made creative alternatives addressing my food allergies. Really went out of their way. ,5
 Amazing food! We go back every year and have a wonderful time every timr ,5
" A fantastic experience, multi faceted in terms of taste, texture and service and can even be a little overwhelming at first. Try to isolate a single element, or dish, or wine as the standout and I reckon you're missing the trick, it's the way they come together in front of you as your evening unfolds that's where the real magic lies. Would definitely go back! ",5
 Excellent service and food was phenomenal. ,5
 Amazing! Highly recommended. The staff is súper friendly and the food was just amazing!!! ,5
 This is what I expected from a Michelin two star. Dinner tasting menu is definitely one of the best in town. ,5
" absolutely delicious! Well thought tasting menu, courses were very consistent through out the 2.5hr dinner! Love the wine list as well. Services was outstanding as well. ",5
 Houston was great and the service generally was impeccable. ,5
 Service and food quality at its finest ,5
 Must try.. great flavor and creativity. The staff's are SUPER NICE!  Recommend the counter seating to get the experience of watching them prepare all the dishes. ,5
" One of the best meals I've ever had. Everything was creative and delicious. The dinner was paced really well and each course flowed into the next nicely. My girlfriend and I don't always like ""fine dining"" type experiences, but this was very low-key in that regard. Definitely not pretentious or snooty in any way. The staff was amazing. They did not hover over us, but as soon as either of us were done with our course or our drink, someone was there to take away the plate or ask if we wanted another drink. They weren't hovering but they were clearly paying very close attention.  I would highly recommend Ko. ",5
 Wonderful experience.  Can’t wait to go back! ,5
 Excellent！I enjoyed the whole meals and I can‘t love more. Each dish was charming and delicious，and the service was great！Plan your trip to momofuku ko，I promise you will never be disappointed！ ,5
 Culinary indulgence with attention to detail and uber creative. ,5
 This was my second time dining at the new location and it keeps getting better.  The creativity and presentation were amazing and the staff was outstanding. ,5
" Our experience was what I would call “the modern, reinvented fine dining of NYC”. Unique and authentic in all details.  Thank you! ",5
" Sit back, relax, make a friend, enjoy the journey! ",5
 This place left me speechless. David Chang is more then a chef. ,5
" FABULOUS CREATIVE DINING EXPERIENCE!  AN EVENING OF SUCH FINE FOOD AND SERVICE THAT ANYONE WHO TRUELY APPRECIATES FINE FOOD AND EXCEPTIONAL SERVICE SHOULDNOT MISS. ALTHOUGH OBVIOUSLY HIGH PRICED, IT WAS WORTH EVERY ONE OF MY HARD EARNED DOLLARS. YOU WILL NOT FIND THIS ANYWHERE ELSE BUT AT DAVID CHANG'S HANDS ( and mind)! ",5
" Fourth time here (3 at this location, 1 at the original), and our meals have been flawless and special each time. I gave it only a ""good"" for value simply because this is not where anyone should go if they're looking for a deal. This is a sexy restaurant with innovative and sexy tasting menu and wine pairing that's perfect for adventurous and discriminating eaters celebrating a special occasion. The Momofuku franchise has plenty of other great budget-friendly options if that's what one is looking for. ",5
" The food here is interesting. Like nothing else. Despite there only being 20 or so seats, there's no starting time for meals and so it's somewhat strange with people coming and going. ",4
" The food was excellent, the service was on point - they were on top of everything without being annoying. The only comment I have is some dishes seem out of season (chilled soup and ice cream in December?). ",4
 Everything was very good. The food was amazing and very innovative. The only thing I didn’t like were two staff members who gave a pretencious  vibe to the place while the others were attentive and very nice. It was just a huge contrast. The place is expensive but for a special occasion is the perfect place to go! ,5
" It was our anniversary so we treated ourselves to the drinks pairing menu, was great not to have to think about what wine to order when you don’t know the food menu ahead but the number of drinks were too many for me, especially with the smaller starter portions. Food was lovely &amp; the experience of sitting around the prep area with the chefs explaining each course was wonderful. The chefs are great fun &amp; happy to engage with you. Just wish we’d booked earlier so we could’ve started our meal before 9.30pm, finishing 13 courses at 1am was a lot!  Defo worth it ",5
" Creative food, good service. My only wish was that there were more vegetable dishes and more hot dishes. Felt that most of the dishes were on the room temp or cold. But I am just nitpicking. Great restaurant and good food. ",4
" Too expensive, not the best Michelin ",3
" Truly splendid and top notch!  Prefer this meal over that of Blanca, which was somewhat spotty. ",5
 Great experience. Some plates are magnifique.. but not all. ,5
" Amazing, as always! ",5
 This is my favorite restaurant ,5
" Beautiful mix of high class cuisine, superb service and relaxed vibe. Fantastic. ",5
" Gramercy Tavern was wonderful. My husband and I went there the day after my 50th birthday, we are from Northern California but love to celebrate our big milestones in NYC, and this was our first time at this restaurant. We got the prix fixe and every dish was incredible. I loved the elegant waitstaff and how discreet and non-overbearing they were, I loved the setting, and we thought each and every one of our dishes was spectacular--I had the squash salad, which was really a lobster salad with shaved brussels sprouts and a squash-based sauce, and it was heavenly, and my husband had the cavatelli which had the most amazing bolognese sauce either of us had ever tasted. And our main courses were incredible, too. Would return in a heartbeat, if we didn't live on the West Coast. ",5
" Every bite was an explosion of flavor, from the small garnish to the entree.  The selections were unusual and so fresh.  The dressings were wonderful, and we were pleasantly surprised by the little ""extras"" such as duck pate, pea soup, breads and cookies.  It was so nice that the holiday decorations were still up, and we were thrilled with the roaring fire, and only 3 tables in our room ",5
" Simply outstanding!  Impeccable service and extraordinary cuisine complimented by an extensive wine list, and located in the most beautiful setting. ",5
 Hand made pasta great. Cheese board excellent. Dining room was open most seats have outside view and had quiet crowd. ,5
 Highly recommend. From beginning to end a 5 star experience! ,5
 I'm not the type to eat vegetables as a main course.... except at this restaurant from their garden.  Ridiculous.  Who thought a green pea could be as delicious as a sizzling steak?! ,5
" Food quality and presentation was excellent.  Service struck just the right tone. Informed, charming, seemed to appear only when needed, without beckoning.  Clearly, the staff was attuned to our schedule, not their schedule.  An important thing at a place this exclusive and expensive. ",4
" Winvian is a top end, elegant restaurant in a relaxed, pleasant country atmosphere..  The menu is limited but imaginative.  Each dish is memorable.   The wine list is extensive, and also pretty pricey.  My only hesitation in recommending Winvian is that the cost is high, particularly for the area.  Would have to be a special occasion for me. ",4
" This was our second trip to Winvian ,not sure if it was any better than the first trip which was amazing.The service and the food are excellent ,the restaurant and the grounds are beautiful well worth the trip . Looking forward to spending a night at one of the cabins . ",5
 Everything about the Sunday afternoon lunch I shared with a dear friend was perfect.  Service was attentive but not intrusive or rushed. The view was bucolic and the food delicious and appropriate sized portions.   I am eagerly looking forward to my next visit. ,5
 Awesome customer service... above &amp; beyond! ,5
 Delicious food and outstanding service. We highly recommend this place and will go back again ourselves. ,5
 We had an absolutely wonderful lunch....as always..... we feel so at home at your restaurant. The complimentary desserts were so thoughtful and made us feel special.  Can’t wait to come back....many thanks.... ,4
 Great wait staff!! ,5
" The Gramercy Tavern is always a treat, for a true New York dining experience. Careful blend of flavors with every hand crafted plate. We enjoyed the Chef’s Tasting menu with wine pairings. The service was attentive, friendly and professional. Pricey but worth it for the occasional special evening. ",5
" Fantastic all around.  We were there for a business discussion, though, and found ourselves struggling to hear and talk over all the crowd noise. ",5
 Awesome experience.  Great food and service. ,5
" The type of place that makes your watch stop ticking. They pick my food every time, and every time is just so special. Great job! ",5
" Excellent restaurant, excellent food and service, pricey but worth it.  Tasting menu was exceptional. ",5
" For a long time, Gramercy Tavern was one of my top 3 restaurants in NYC.  However, I was stunned by the price increases in the past year.  Their tasting menus offer good food but at a ridiculously high price at dinner time.  It is not worth it and I will now need to move on. ",2
" my parents 46th anniversary, food was amazing, server was professional and friendly. Ambiance is beautiful had champagne toast waiting for their celebration and a mini adorable, delicious cake. what class, such a nice touch. ",5
" What a great meal we had! We were in the dining room for lunch, but due to our time restraint we couldn’t do the tasting. The server helped us order and create a lovely meal to fit our needs and even had the grilled oyster Florentine brought over from the tavern side. Every dish was done to perfection with the best ingredients and the flavors are just right. We will remember this meal and shall return the next time we are in the city! ",5
" I have eaten here several times over the last 10 years and I am amazed that the experience, particularly the service, is always able to hold up to (or exceed) the last time. The staff is friendly and accommodating while still maintaining excellent table service. I had set high expectations for my friend and I think she was surprised that I was not exaggerating. They accommodated her sensitivity to red wines for our pairings with the tasting menu and knocked it out of the park for both of us (because I definitely wanted the reds!) The extra time and effort this took never came across as an inconvenience. We have both spent many years in the restaurant business and often get spoiled by friends when we dine out locally. This meal felt like we were friends with the owner and being given special treatment. The food was thoughtful, seasonally perfect, and expertly and creatively paired. Can't say enough about how much I love this NY institution. Thank you! ",5
" Amazing.  Everything bout the meal was amazing.  Service was on point, timing was perfect, an food was top notch.  One of the best meals I've ever had. ",5
 Great service. Food was very good but not outstanding. ,4
 Top notch! ,5
" Gramercy Tavern rarely disappoints.  Food, service and environment are consistently great. ",5
 Wonderful and very knowledgeable staff.  No rushing and the food was superb. ,5
 I have been dining at Gramercy Tavern for over twenty years. One of my favorite aspects about the restaurant has been the warmth and ambiance. Now it seems so structured ( no more ala cart) and wait staff has very cold vibe ,3
 The food and service were fantastic...I mentioned my niece had her 21st  birthday a few weeks past and the waiter brought out a beautiful dessert just for her...it was a magical night!! ,5
 Great service! Great food! Love the tipping included service! ,5
 Our favorite restaurant in the country! Everything is always perfect! ,5
" This was a first time at Gramercy Tavern and it was excellent. We entertained a couple where we are actually the client and all had a good time. This was their first time there, also. ",5
 Impeccable experience. Service was on point and the food was spectacular. Highly Highly Recommended! ,5
 素晴らしい雰囲気で、良質な食材、そして洗練されたサービスで、安心して人を招待出来る店です。 ,4
" Birthday dinner, excellent and will definitely be back! ",5
" This was the single best meal of my life.  I will remember the Duck breast and cabbage course long after I forget my kids names!  j/k but seriously this meal was steller, the flavors are unexpected, thoughtful, and elegant. ",5
 FANTASTIC IN EVERY WAY - thank you to everyone !!!! ,5
 Absolutely outstanding!!! One of the best meals of my life. ,5
 Just Impecable!!! They made my birthday dinner unforgettable... ,5
" Visited with my son and his two friends. Service was excellent and wine list robust. I was a little concerned going into the evening that the menu might veer towards the precious but definitively not the case here. Everything was spot on, and only as complex as absolutely necessary. No wasted thoughts or trivia for the sake of trivia here.  Nice location too, got to watch street kids in their Supreme gear go at it in the alley outside. Go, and order a nice Montrachet to start, you won't regret it. ",5
" That was, without a doubt, one of the greatest meals I have ever had in my life.  I cannot describe how incredible it was from start to finish - you simply must go! ",5
 Amazing restaurant! Can’t wait to come back ,5
 A great meal with personalized service ,5
" It was very good, but it used to be absolutely fantastic - we just felt it had slipped ab it in both charm and creativity since it's halycon days in the original space.  Staff was charming and top notch.  Still go, you'll have a very good meal and hopefully they'll be back to stunning again soon. ",4
" Great tasting menu, showcase great product and techniques. ",5
" Tucked away and low profile so if you are new to Ko, leave some extra time to find it. Ambience was relaxed and very conducive to great conversation. Food was innovative and delicious. Service was solicitous, gracious, and very welcoming. Pricey, but would I spend the money for this meal again? Yes, in less than a heartbeat. ",5
 The noise level was terrible....impossible to hear the presentation of the menu and to have conversations at the table. Awful music!! Service and menu: perfect😋 ,4
" Dish for dish probably not quite as good as some of the restaurants on the top 100 list where we have dined,  but maybe even more creative.   Everything else up  two its amazing reputation! ",5
 Outstanding food and service. Momofuku Ko has ruined my husband and I for life. We will book this restaurant on every trip to the city. The GM and beverage director were top notch and the tasting menu was incomparable. A must do in NYC. ,5
 Amazing Dining Experience!! Food and presentation of all courses were outstanding!! Staff was super friendly and accommodating! Truly a gem in the heart of the East Village!! ,5
" Enjoyed so much with creative, not pretentious foods and great wines . Looking forward to try again in different season. ",4
" We were a family of five, my wife and I having becom 70, and our grown up children, visiting NY from Sweden, wanting a special dinner. We got it!  The tasting menu including the wine package was marvelous, indeed! We got ten delicious servings plus appetizer, each with a taste matching wine. Nothing was traditional, but it was creative and ee loved it. Also the music had great variation and creativity. We got a nice round table, the restaurant is not crowded with tables, so all the good chance for conversation and joy.  Altogether the best resaturant experience we have had. ",5
" This was one of the most special, memorable dining experiences I have ever had. The food was delicious, with layers of flavor and combinations of ingredients were inspired; the service was friendly and perfect; the decor was industrial and chic. their attention to detail, especially if you had a food issue, which we did, was spot on. Loved the flight with the meal; it just added an additional layer to the meal. ",5
" Honest and true flavors, mixed delicately but substantially to give a euphoric experience in one or two bites. The meal was extremely filling, almost too much to handle. But the menu was pleasantly surprising and reintroduced us to familiar flavors in a unique and thoughtful manner. The servers were patient and listened to our requests, the chefs were knowledgeable and charming. But overall this place is defined by the quality of the ingredients and the imaginative and creative way they are put together. Enjoy yourself at this, still fantastic, establishment. ",5
" I seriously missed the point of this restaurant. It's location is questionable, some strange people outside it, and inside it offers little style and class. Probably a better experience around the kitchen. The table dining is totally unsuitable for children, and the cost of the experience is quite frankly ridiculous. I can't complain about the service however, that was very good! ",2
" We made a reservation for the table seating because we couldn't get counter seating. Definitely ask if there are any cancellations because we got lucky and were able to sit at the counter, which is a much better experience. The tables are ok, but lack the immediacy of seeing the food being prepared just for you. I loved the presentations and all the chefs are personable and happy to talk with you about the food. The best we had were the duck, the ice cream, the uni, and the interesting presentations of the vegetables and sauces all along the way. Service was excellent and unobtrusive. I think the wine pairing prices are too high, but there are some very special wines and other alcohols served. Definitely interesting food options. Our dietary needs were catered to easily and without fuss. Hope to be able to return. ",5
" Phenomenal experience from the moment I walked in the door. Amazingly friendly, brilliant staff ( thank you Chase, Casey, Jess &amp; more). Each course memorable, beautifully presented by knowledgeable chefs. Best &amp; most enjoyable meal I've had in recent memory. Thank you so much, Momofuku Ko staff. Just incredible. ",5
 Absolutely amazing &amp; delicious! ,5
" Ohhhhh the duck! And the basil oil. And the wild rice ice cream.  And absolutely everything else too! A truly exceptional meal. Approachable, friendly and informative staff. Great art. Phenomenal overall experience. ",5
 Best food by far! I honestly believe this restaurant deserves 3 stars Michelin if it would've have more then 2 seating tables. Very similar to Atera from many points of view. ,5
 Amazing everything ,5
" Our annual glorious splurge! An incomparable dining experience. Never quite sure of what we are eating, but always splendid. ",5
 Amazing! Great food and experience throughout. ,5
 Wonderful ! Amazing culinary experience ,5
 Extraordinary experience. Wonderful staff! Divine!!!! ,5
" We went to Per Se on a Friday night. We had the chef's menu. The tapioca with caviar was outstanding. The lobster, the grouper and the duck were really good.  All the desserts were tasty and different: the chocolate with pepper was my favorite, My husband really liked the banana bread ice cream.  Obviously, the service was memorable, they’re constantly take careful of us. ",5
 Not quite worth the price point ,3
" Let’s first start with service being amazing, down to the menu being customized.  Everyone was so friendly.  The dishes were good but not amazing, maybe it was my mistake, but  at the price point it should be amazing.  However it might have been just tonight’s menu since they are changing it daily...others may have a different experience.  I just felt I’ve paid far less for a chefs tasting menu that was damn near perfect - this felt over rated and tourist trapish. ",3
" the food is too salty , it doesn't worth the money at all.   compared with the other two michelin 3 stars restaurant(Le Bernardin &amp; Jean George) I've tried, Per Se has the worst food taste.  I am really disappointed. the dessert part is the worst experience ever,  it didn't look pretty, and the flavour is so strange,  i never tasted such a bad michelin dessert.  Don't we pay almost $3000 just for a 3 stars reputation?  So i will never back come and eat again. ",1
 Simply extraordinary!!! ,5
 Exceptional in every way! ,5
 Fabulous experience.  Our server Daniel was wonderful and we had an amazing dinner. ,5
" Per Se is excellent, top notch.  Each course is excellent, from the most creative and delicious amuse bouche I’ve ever had to the overwhelming (but delicious) array of “assorted desserts.”  Most notably, the service is absolutely impeccable—the staff caters to every need and, while very professional, do not come off as stuffy and do not take themselves or the haute dining experience you’re enjoying too seriously.  Per Se is without a doubt a once in a lifetime dining experience—unless you are fortunate enough to go there more than once. ",5
 Spectacular ! ,5
 What an incredible experience. Dining and service was impeccable. ,5
 It was a Bucket List item for my husband and I to finally visit one of Thomas Keller's restaurant.  From beginning to end it was an amazing culinary adventure that did not disappoint - it delighted:) ,5
 Surpassed expectations ,5
" Outstanding dining at a classic New York establishment. The menu was phenomenal, as was the presentation and service. Winds were excellently paired. ",5
" Absolutely memorable experiences.Service was outstanding, food to die for, wines off the charts amazing! ",5
" I can't overstate how tremendous of an experience this was.  The restaurant is small, only ~20 or so tables, but the space is voluminous yet quiet so you nearly feel as the experience is all your own.  The staff at every level are consummate professionals and take great care of you.  The food was elevated to an art form, in some cases literally.  We found ourselves anxious to dive in to every course, but hesitant to ruin the visual expression in front of us.  The prix fixe, nine course menu changes often, so what we had may not be relevant the next time.  That said, the black truffle tagliatelle was flawless.  After selecting the truffle from a wooden box, the server shaved so much wafer-thin goodness on top of the pasta, it was hidden entirely.  And the Wagyu filet was literally the finest preparation of meat I've ever had.  You'll leave well satisfied, but not overstuffed.  Just right.  Lastly, the wine list was extensive and impressive with a wide range of values, not surprisingly skewed heavily toward French.  Bouchon is one floor below, so grab some pastry on your way out.  Easily top 5 culinary experience of my life, and possibly #1. ",5
" Phenomenal experience. Everyone is courteous, attentive, and ready to help. Food was delicious and beautifully presented. Don't let the small size of each plate fool you, it adds up! We were full by dessert time. ",5
" A wonderful meal, a great view and superb service! Can't wait to return. ",5
 Staff could not have been more wonderful. They have us a tour of the kitchen after our meal and the food was exceptional ,5
 Some dishes were phenomenal while one or two fell short of expectations or appeared to be fillers in a 9 course menu.  I would have preferred fewer courses comprised of just the sensational dishes.  Even though the cost per person included the service fee it was a bit overpriced and the wine tasting was hugely over priced.  I enjoyed the one time experience but would prefer to return to places such as Grenouille and Le Bernardin. ,3
" I was sceptical about this place after reading the reviews, but surprisingly we enjoyed it a lot .Food was very good, ambience perfect, service good.  I visited most of michlen restaurants in Paris and I love the fact that the dishes were salted exactly like in Paris- perfect. Size of portions- excellent to enjoy and not overeat.  We plan to be back to try vegetarian menu. ",5
" Great restaurant! We had dinner on my son’s 18th birthday, and we got many surprises! It was really enjoyable. The food is fantastic and beautiful. The service is wonderful. Everything is perfect. ",5
 It’s an experience of a lifetime! ,5
" Incredible restaurant and experience. Not for the financially challenged.  Getting a bottle of champagne, a bottle of white, and a bottle of red and the straight-forward fixed price menu, you can expect to pay $600 a person. It was my 50th birthday and a splurge. I will always remember the food and the bill. ",5
" I can’t say enough about this restaurant.  The food, the service, the entire experience was excellent.  Thanks for making out 10th Anniversary so memorable and delicious. ",5
" food, service, and atmosphere, everything was beyond expectations. look forward to coming back for another special occasion. ",5
 Jake was fantastic as was each course!!! ,5
 My husband and I have been wanting to check out Per Se for the longest time however we were both slightly underwhelmed. The food was excellent but there was not enough of it- especially for $340 a person. They fill you up with 7 different desserts at the end. ,3
 It was definitely worthwhile. Flavours were unconventional without trying too hard. Great progression of tastes through the menu. The venue is definitely upmarket but service was personal and atmosphere relaxed.  Extensive wine list but some reasonable choices at the lower end.  The slow cooked beef and wagyu very different styles as expected but both excellent.  We had a really lovely night ,5
" The food was excellent as always. However, there was a little less creativity and individual attention to each dish from an artistic standpoint. Half the fun of the restaurant is the presentation and the arrangements were made with a little less care and attention than previously. In addition, I would have preferred fewer dessert dishes and more attention to each plate. ",4
